"Gene" "GATAdSY" "GATAdNS" "CG11504SY" "CG11504NS" "Cf2.IISY" "Cf2.IINS" "jimSY" "jimNS" "MitfSY" "MitfNS" "CG5953SY" "CG5953NS" "MadSY" "MadNS" "TrlSY" "TrlNS" "CG3407SY" "CG3407NS" "CG12236.PBSY" "CG12236.PBNS" "HLHmbetaSY" "HLHmbetaNS" "jigr1SY" "jigr1NS" "Deaf1SY" "Deaf1NS" "MedSY" "MedNS" "lolaSY" "lolaNS" "HgtxSY" "HgtxNS" "MetSY" "MetNS" "Aef1SY" "Aef1NS" "netSY" "netNS" "CG3838SY" "CG3838NS" "ExdSY" "ExdNS" "ttk.PFSY" "ttk.PFNS" "CG15601SY" "CG15601NS" "Lag1SY" "Lag1NS" "aseSY" "aseNS" "atoSY" "atoNS" "D19ASY" "D19ANS" "srpSY" "srpNS" "ftz.f1SY" "ftz.f1NS" "brSY" "brNS" "ClkSY" "ClkNS" "lunaSY" "lunaNS" "brkSY" "brkNS" "catoSY" "catoNS" "tgoSY" "tgoNS" "Hr78SY" "Hr78NS" "HandSY" "HandNS" "Fer3SY" "Fer3NS" "AchiSY" "AchiNS" "br.Z4SY" "br.Z4NS" "pnrSY" "pnrNS" "br.Z2SY" "br.Z2NS" "CG9437SY" "CG9437NS" "br.Z1SY" "br.Z1NS" "Eip74EFSY" "Eip74EFNS" "OliSY" "OliNS" "Xrp1SY" "Xrp1NS" "deiSY" "deiNS" "zSY" "zNS" "CtSY" "CtNS" "MioSY" "MioNS" "apSY" "apNS" "EcRSY" "EcRNS" "br.PLSY" "br.PLNS" "lola.PASY" "lola.PANS" "lola.PCSY" "lola.PCNS" "lola.PDSY" "lola.PDNS" "foxoSY" "foxoNS" "Cf2.PASY" "Cf2.PANS" "MaxSY" "MaxNS" "lola.PJSY" "lola.PJNS" "lola.PLSY" "lola.PLNS" "br.PASY" "br.PANS" "lola.POSY" "lola.PONS" "lola.PQSY" "lola.PQNS" "lola.PTSY" "lola.PTNS" "lola.PUSY" "lola.PUNS" "lola.PWSY" "lola.PWNS" "lola.PYSY" "lola.PYNS" "panSY" "panNS" "sqzSY" "sqzNS" "Adf1SY" "Adf1NS" "br.Z3SY" "br.Z3NS" "l.1.scSY" "l.1.scNS" "Cf2.PBSY" "Cf2.PBNS" "kaySY" "kayNS" "CG11294SY" "CG11294NS" "exdSY" "exdNS" "lola.PGSY" "lola.PGNS" "ApSY" "ApNS" "scSY" "scNS" "sdSY" "sdNS" "Length" "Set"
"28" "asparagine-synthetase" 0 0.2 0 0 1.8 0.2 0.2 0 0 0 0 0 0 0 0.6 0.4 0.2 0 0.4 0.2 0 0 0.2 0 2 1.4 0 0 0.4 0 1.4 0.6 0.4 0 1 1.6 0.2 0 0.2 0 1.8 0.6 0 0 0.2 0 0.2 0.2 0.2 0 0.6 0 0 0 0.6 0 0.4 0 0.2 0 0 0 0.2 0 0 0 0.2 0 0 0 0 0 0 0 0.2 0 1 0.2 7.6 0.6 0.6 0.2 0.2 0.4 0 0 0.8 0 0 0 0.2 0 0 0 0 0 0 0 0.2 0.6 0.4 0 6.2 2.6 0 0 0.4 0 0.4 0.2 0 0 0 0 0.4 0.2 0 0 0 0 0.4 0 0 0 1.6 0 0.2 0 0.4 0 0 0 0 0 0.4 0.2 0.2 0.2 1.4 0 0 0 0.6 0.2 2.8 0.4 0 0 0 0 0 0 1.6 0 7 0.4 0.6 0.2 1.2 0.4 0.2 0 0.4 0 5 "RNAseq"
"29" "ast" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 6 2 0 0 0 0 0 0 0 0 3 1 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 2 2 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 0 0 0 1 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 4 2 0 2 0 0 1 0 0 0 0 0 6 1 1 0 0 0 0 0 0 0 1 "RNAseq"
"30" "Atet" 0.333 0 0 0 1 0 0.333 0 0.333 0.333 0 0 0 0 0.333 0 0 0 0.667 0 0.333 0 0.667 0 3 0.667 0 0 0 0 2 0 1.333 0 1.333 1.333 0 0 0 0 1.333 0.333 0 0 0.667 0 0 0 0 0.333 1.333 0 0 0 0.333 0 1.333 0 0 0 0.333 0 0 0 0.333 0 0 0 0.333 0 0 0 0 0 0 0 0.333 0 5.333 0.667 1 0 2 0.333 0 0 0.667 0.333 0.333 0 0 0 0 0 0 0 0.333 0.333 1 0 0 0 9 1.667 0 0 0 0 0.667 0.333 0 0 0 0 0.667 0 0 0 0.667 0 0.333 0 0 0 0 0 0 0 0.667 0 0.333 0 0.333 0 0 0 0 0 1 0.333 0 0 0.333 0 0.667 1 0 0 1.333 0 0 0 2.333 0 2.667 0.333 0 0 1.667 0 0 0 0.667 0 3 "RNAseq"
"31" "Atf3" 0.3 0 0 0 1.5 0.9 0 0 0.2 0 0.6 0.1 0.4 0.1 1.2 0.4 0 0 1.5 0.5 0 0 0.1 0 1.6 2.4 0.3 0.2 0 0 0.4 0.3 0.1 0 0.4 0.4 0.1 0 0.3 0 0.7 0.1 0.6 0 0.4 0 0.1 0 0 0 0.5 0.1 0.1 0 0.2 0.1 0.7 0.1 0.1 0 0.1 0 0 0 0.3 0.2 0 0 0.2 0 0.1 0 0 0 0.1 0 1.1 0.2 4.6 1.1 0.5 0 0.9 0.6 0.3 0 1.3 0.4 0.1 0.1 0.1 0 0 0 0.1 0 0 0 0.9 0.7 0 0 4.2 2 0.2 0 0.3 0 0.6 0.4 0.6 0.2 0.1 0 0 0 0.1 0.1 0 0 0.4 0 0.1 0.1 0.8 0 0.3 0.5 0.4 0.1 0.2 0 0.1 0 0.1 0.3 0.2 0.1 0.5 0.1 0.1 0 0.6 0 0.9 0.6 0.1 0 0.1 0 0 0 0.4 0 3.1 0.3 0.4 0 0.7 0.4 0 0 0.2 0 10 "RNAseq"
"32" "Atg8a" 0.4 0 0 0 2 1.2 1.4 0.2 0.2 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0.6 0 1.6 0.6 0 0 0.6 0 0 0.4 0.2 0 0.6 1 0 0 0 0 0 0 0 0 0.2 0 0 0.2 0 0 0.4 0 0 0 0.4 0 0.6 0 0 0 0.2 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0.2 0 0 4.8 0.8 0.2 0 0.2 0.4 0 0 1 1 0.2 0.2 0 0 0 0 0 0 0.2 0 0.4 0.6 0 0 5.6 2 0 0 0.2 0 0.2 0 0.4 0 0 0 0.4 0 0 0 0 0 0.6 0 0 0 0.2 0 0 0 1.2 0 0 0 0 0 0 0.2 0.2 0 0.4 0.2 0.4 0 0 0 1.2 0.8 0 0 0.6 0 0 0 0.4 0.2 4.8 2.2 0.4 0 0.4 0.4 0 0 0 0 5 "RNAseq"
"33" "Aut1" 0 0 0 0 2.5 0 2 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0.5 0 1.5 0 1 0.5 0 0 0 0 2.5 0.5 0 0 0 0 0 0 0 0 1.5 0 0 0 0 0 0.5 0 0.5 0 0 0 0 0 0.5 0 0 0 1 0 0 0 0 0 0 0 0 0 5 0 0 0 0.5 0 0 0 3 0.5 0 0 0.5 0 0 0 0 0 0.5 0 0 0 1 0 5.5 3.5 0.5 0 0 0 0 0 0 0.5 0 0 0.5 0 0.5 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0 0 0 0 0 0 0 0.5 0 1 0 2 0 0.5 0 0.5 0 0 0 0.5 0 0 0 0.5 0 3 1 0 0 0.5 0 0 0 0 0 2 "RNAseq"
"34" "Axs" 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 7 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 4 5 0 0 0 0 0 0 0 0 1 "RNAseq"
"35" "B4" 0.308 0 0.077 0 1.923 1 2.538 0 0.077 0 0.077 0 0 0 0.308 0 0.154 0 0.615 0 0.077 0 0.077 0 1.923 0.769 0.077 0.077 0.538 0 0.923 0.154 0.231 0 0.692 0.692 0.077 0 0.077 0 1 0 0 0 0.308 0 0.077 0 0.154 0 0.462 0 0 0 0.231 0 0.538 0.077 0.231 0 0 0 0.077 0 0.308 0.077 0 0 0.154 0 0 0 0.154 0 0.077 0 0.692 0.077 5.077 0.385 0.538 0 0.769 0.769 0.077 0 0.538 0.154 0.231 0 0 0 0 0 0.077 0 0.154 0 1 0.769 0 0 6.846 1.462 0.154 0 0.615 0 0.538 0.154 0.385 0.077 0.154 0 0.462 0 0.308 0 0 0 0.769 0.077 0.385 0 0.231 0 0.385 0 0.462 0 0.154 0 0.077 0 0.538 0.077 0.077 0.077 1.154 0.077 1.923 0.077 0 0.077 1.538 0.615 0.154 0 0.692 0 0 0 1.385 0 7.846 2.462 0.615 0.077 1.231 0.231 0.154 0 0.154 0.077 13 "RNAseq"
"36" "Baldspot" 0 0 0 0.333 3.333 0.333 1.333 0.667 0 0 0 0 0 0 0 0 0 0 0.333 0 0 0 0 0 1.333 1.333 0.333 0.333 0.667 0.667 0.667 0.667 0 0 0.667 0 0.333 0 0 0 3 0 0 0 0.333 0 0 0 0.667 0 0.667 0 0 0 0 0 0.333 0 0 0 0 0 0 0 0 0 0 0 0.333 0 0 0 0 0 0 0 0.667 0 6.333 0 1 0 0.667 0.667 0.333 0 0.667 0 0 0 0 0 0 0 0 0 0.333 0 0.667 0.333 0 0 5.333 2.667 0 0 0.333 0 0.333 0.333 0.667 0.333 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0.333 1 0 0.333 0 0.333 0 0 0 0 0 1.333 0 0.333 0 0 0 1.667 1 0.333 0 0.667 0 0 0 0.667 0.333 5.667 0.667 1.333 0 1 0.333 0.333 0 0.333 0 3 "RNAseq"
"37" "bbc" 0.333 0 0 0 1.667 0.333 0.083 0.083 0.083 0 0.417 0 0 0.167 0 0 0.167 0 0.917 0.25 0.167 0 0 0 0.833 1.417 0.25 0.083 0.167 0.083 1.25 0.083 0.333 0 1.5 0.667 0 0 0.167 0 1.833 0.25 0 0 0.25 0.083 0 0 0 0 0.333 0 0 0 0.333 0 0.75 0.083 0.167 0 0.083 0 0 0 0.25 0 0 0 0.25 0.083 0.167 0.083 0.167 0 0 0 0.667 0.417 4.25 0.333 0.583 0.083 0.583 0.25 0.083 0 1.167 0.167 0 0 0.083 0 0 0 0 0 0 0.167 0.5 0.25 0.167 0 8.333 0.833 0 0 0.167 0 0.667 0.25 0.167 0 0.083 0 0.333 0 0.333 0 0.167 0 0.5 0 0.083 0 0.583 0.083 0.333 0 0.667 0.167 0.083 0 0 0 0.417 0.083 0 0.083 1.167 0.25 0.083 0.083 0 0.167 0.75 0.333 0.083 0 0 0 0 0 1 0 4.75 1 0.25 0 1.583 0.167 0 0 0.25 0 12 "RNAseq"
"38" "bel" 1.333 0 0 0 1.667 1 3.667 0.667 0.333 0 0 0 0 0 0 0 0 0 1.667 0.333 0.333 0 0 0 1.333 0 0 0 0 0 2 0 2 0 0.667 0 0 0 0 0.333 0.333 1 0 0 0 0 0 0 0 0 0.667 0 0 0 1.667 0 1 0 0 0 0.333 0 0 0 0 0.333 0 0 0 0 1 0 0 0 0 0 0 0 7 0.667 0 0 0.667 2 0 0 1.667 1 0 0 0.333 0 0 0 0.333 0 0 0 2.667 2.667 1.333 0 5 4.667 0 0 0.333 0.333 0.333 0.333 0 0 0 0 0 0 0 0 0.667 0 0 0 0.333 0 1.667 0 0 0 0 0 0.333 0 0 0 0 0 0 0 1.667 0.667 3 0 0.333 0 3 0 0 0 0.667 0 0 0 1.333 0 3.333 2.333 0 0 1.333 0.667 0 0 0 0 3 "RNAseq"
"39" "betaCop" 0 0 0 1 3 0 1 0 0 0 0 0 0 0 13 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 4 8 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 3 0 1 0 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 5 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 6 0 0 0 0 0 1 0 1 0 0 0 2 0 0 0 2 1 0 0 0 0 0 0 0 0 10 3 0 0 0 0 0 0 0 0 1 "RNAseq"
"40" "betaNACtes3" 0 0 0 0 3 2 16 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0 0 1 1 1 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 14 0 1 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 18 3 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 1 0 0 0 0 0 1 0 0 0 1 0 13 0 1 0 4 1 0 0 4 0 0 0 1 1 10 1 0 0 4 0 0 0 0 0 1 "RNAseq"
"41" "bgcn" 0.25 0 0 0 3 0.25 0 0 0.25 0 0 0 0 0.25 0 0 0 0 0.5 0.25 0 0 0 0 2 0.5 0 0.5 0.5 0 0.75 0 0 0 1.75 0.75 0.25 0 0 0 0.75 0.5 0 0 0 0 0 0 0.25 0 0.25 0 0 0 1 0 0.5 0 0.25 0 0.25 0 0 0 0.25 0.25 0 0 0 0 0 0 0 0 0 0 0.25 0.25 4 0 0 0 1 0.25 0 0 1.5 0 0 0 0 0 0 0 0 0 0 0.25 0 0 0 0 6.75 1.25 0.25 0 0.5 0 0.5 0 0 0 0 0 0.25 0 0 0 0.5 0 1 0 0.25 0.25 0.75 0 0.75 0.5 0.25 0 0.25 0 0.5 0 0.5 0 0 0 0.75 0.25 0 0 0.5 0.25 0.75 0.25 0 0 0 0 0 0 0.75 0 1.75 0.25 0.75 0 0.75 0 0.25 0 0 0 4 "RNAseq"
"42" "bigmax" 0 0 0.167 0 2 0.667 0 0 0.5 0 0.167 0 0.167 0.333 0 0.167 0.167 0 0.667 0 0.333 0 0 0 2.667 1.5 0 0 0 0 0.667 0.167 0.5 0 0.833 0.167 0 0 0 0 1 0.167 0 0 0.333 0.167 0 0 0.167 0 0.667 0 0 0 0.167 0 0.667 0 0 0 0.167 0 0.167 0 0.333 0 0.333 0 0.667 0 0.167 0 0 0 0 0 1.167 0.667 5.333 0 0 0 0.833 0.333 0.5 0 1.167 0.333 0 0 0.167 0 0 0 0 0 0.167 0 1.167 0.667 0.667 0 5.667 1.667 0 0 0.5 0 0.333 0.167 0 0 0 0.167 0.167 0 0.167 0.167 0.333 0 0 0 0.167 0 0.667 0 0.167 0 0.167 0 0.333 0 0.167 0 0.167 0 0.333 0 0.833 0 0 0 0.167 0.333 1.5 0.833 0 0 0.5 0 0 0 0.833 0 6.667 0.333 0.667 0.167 1 0.333 0.167 0 0.167 0.167 6 "RNAseq"
"43" "bip1" 0 0 0 0 1 1.5 0 0 0 0 0.5 0 0 0 0 0 0.5 0.5 0.5 0.5 0 0 0 0 2.5 2.5 0 0 0 0 0 0 0 0 0 0.5 0 0 0.5 0 1.5 0 0 0 0.5 0 0 0 0 0 1 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 5.5 0 0.5 0 0.5 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 4 2 0.5 0 0 0 0.5 0 0.5 0 0 0 1 0 0.5 0 0 0 0 0 0 0 0.5 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.5 0.5 0.5 0 0 0.5 0 0 0 0.5 0 10.5 1 0 0 0.5 0 0 0 0 0 2 "RNAseq"
"44" "bnl" 0.25 0.25 0 0 3.75 1 4 0 0.25 0 0 0 0.5 0 0.75 0.25 0 0 0.5 0.25 0.5 0 0.75 0 2.25 1 0 0 0 0 0.25 0 0.5 0 0.25 0.25 0 0 0 0 0 0 0 0 1.25 0 0 0.25 0 0 0.75 0.25 0 0 0.5 0 0.25 0 0 0 0 0 0 0 0.75 0.25 0.25 0 1 0 0 0 0.5 0 0 0 0 0 6.25 1 0.25 0 1 0 0.75 0 1.5 0.75 0 0 0.25 0 0 0 0 0 0 0 0.5 0.5 1 0 5.5 4 0 0 0.5 0 0.25 0 0 0 0.25 0 0.75 0 0.5 0 0 0 0.75 0 0 0 0.75 0 0.5 0 0.5 0 0.25 0 0 0 0.25 0 0 0 1.5 0.25 3 0 0 0 2.5 1.25 0 0 0.5 0 0 0 0 0 7.25 2 0.25 0 0.5 0 0 0 0 0.25 4 "RNAseq"
"45" "bor" 0.333 0 0 0 1.333 0.333 0 0 0 0 0 0 1 0 0 0 0 0 0.667 0 0 0 0.333 0 4.667 0.667 0.333 0 1.333 0 0 0 0.667 0.333 1.333 0.667 0.333 0 0 0 0.667 0 0 0 0 0.333 0 0 0 0 0.333 0 0 0 0.333 0 1 0 0 0 0 0 0.333 0 0.667 0 0.333 0 0.333 0 0.333 0 0 0 0 0 0.667 0 4.667 0 0.333 0 0 0.333 0 0 0.667 0 0 0 0 0 0.667 0 0 0 0 0 0.667 0.333 0 0 5 1 0 0 0 0 0.333 0.667 1 0 0 0 0.667 0 0.333 0 0 0 0.333 0 0 0 0.333 0 0 0 0.333 0 0 0 0 0 1 0 0.333 0 1 0 0 0.333 0 0.667 0.667 0.667 0 0 0 0 0 0 0.333 0 7 0.667 1.333 0 0.333 0.333 0 0 0 0 3 "RNAseq"
"46" "bsf" 0 0 0.333 0 1 1 0 0 0.333 0 0.333 0 0.333 0 0 0 0.667 0 1.333 0.667 0.333 0 0 0 3.333 2 0 0 0 0 0.333 0 0 0 0.667 0 0 0 0.333 0 0.333 0 1.333 0 0 0 0 0 0 0 0.333 0 0 0 0 0 2 0.667 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333 0 0 0 0 0.333 0.667 4.333 1.333 0.667 0 0.667 0.333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.667 0 0 5 2.667 0 0 0 0 0 0 0 0.667 0 0 0 0 0.333 0 0 0 0 0 0 0 1.333 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333 0.333 0 0 0 0.333 0.667 0.333 0 0 0 0 0 0 0.667 0 4.667 0.333 1 0.333 1.333 0 0 0 0.333 0.333 3 "RNAseq"
"47" "Btk29A" 0.5 0 0 0 1.333 0.5 0.667 0 0.167 0 0.167 0 0.333 0 0 0 0.333 0.167 0.667 0.167 0 0 0.333 0 2 1.5 0.333 0 0.667 0 2 0.333 0.333 0.167 0.167 0.167 0 0 0 0 1 0 0 0 0 0.167 0.167 0 0.167 0 0.833 0 0 0 0.667 0 0.667 0.167 0.333 0 0.167 0 0 0 0.333 0 0.167 0 0 0 0 0 0 0 0.333 0 0.5 0 5.333 0.667 0.5 0 0.833 0.333 0.333 0 1.5 0 0.333 0 0 0 0.333 0 0 0 0 0 0.333 0.667 0 0 7.167 3.833 0 0 0 0 0.167 0.167 0 0 0 0 0.167 0 0.667 0 0.333 0 0.5 0 0 0 0.5 0.167 0.333 0.167 0.167 0.167 0.333 0 0.333 0.167 0.167 0.167 0 0 0.5 0 0.333 0 0.167 0 1.167 0.333 0.167 0 0.5 0 0 0 2.333 0.167 6.167 2.167 1 0 1.833 0.833 0 0 0.167 0 6 "RNAseq"
"48" "btn" 0.8 0 0 0 1.2 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0.6 1.2 0 0 0.4 0 1.2 0.8 0 0 0 0 1.2 0.8 0 0 0.2 0.8 0 0 0 0 1 0 0 0 0 0 0 0.2 0.2 0 0.4 0 0.2 0 0.4 0 0.8 0 0.2 0.2 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 1.2 0.2 4.8 0.8 0.6 0 1.4 0.6 0.2 0 1.2 0.2 0.2 0 0 0 0 0 0 0 0.2 0.2 0.2 0.8 0 0 6.4 3.4 0 0 0.4 0 0.8 0 0.8 0.2 0 0 0.2 0 0.2 0.2 0 0 0.2 0 0 0 0.6 0.2 0 0 0.2 0 0 0 0 0 0 0 0 0 0.4 0.2 0.2 0 0 0 1 0.4 0 0 0.4 0.2 0 0 1.2 0 4.2 0.8 0 0 2.8 0 0.2 0 0 0 5 "RNAseq"
"49" "BubR1" 0 0 0 0 0.5 0.5 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0.5 1.5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0.5 0 0 0.5 0 0 1 0 0 0 0 0 0 0 0 0 3 0.5 0 0 0.5 0.5 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2.5 2 0 0 0 0 0.5 0 0 0 0 0 0.5 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0 0 0 1 0.5 0 0 0 0.5 1 1 0 0 0 0 0 0 0 0.5 3 2 0 0 0 0 0 0 0 0 2 "RNAseq"
"50" "bur" 0 0 0 0 2.5 0 0.5 0 0.5 0 0.5 0 0 0 0 0 0 0 1.5 0 0 0 0 0 1 1.5 0 0 0 0 0.5 0.5 0 0 0 0 0 0 0 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0.5 0.5 0 0 1 0 5.5 1.5 0 0 1.5 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0 0 4.5 2.5 0 0 0 0 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0 0 0 0 0 1 0.5 0 0 1.5 0 0 0 0 0 2.5 0 0 0 0 0 0 0 1 0 6.5 0.5 0 0 2 0.5 0 0 0.5 0 2 "RNAseq"
"51" "bves" 0.111 0 0 0 1.778 0.667 1 0 0.556 0 0 0 0.111 0.111 0.111 0.222 0 0.111 0.444 0.222 0.333 0 0 0 2.667 1.444 0 0.222 0 0 1.333 0.111 0.222 0 0.222 0.333 0 0 0 0 0.889 0.111 0.222 0 0.333 0 0 0 0.111 0 0.889 0.111 0 0 0.333 0 0.444 0.111 0.111 0 0.333 0 0.111 0 0.333 0.333 0.222 0.111 0.444 0 0 0 0 0 0 0 0.444 0.222 3.444 1.222 0.333 0 0.556 0.889 0.222 0 0.778 0 0.222 0.111 0.111 0 0.222 0 0 0 0 0 0.222 0.444 0.222 0 4.889 2.556 0.111 0 0.111 0 0.222 0.222 0.333 0.111 0.111 0 0 0 0 0 0.667 0 0.556 0 0.111 0.111 0.667 0.111 0.111 0 0.111 0 0.111 0.111 0 0.111 0 0.111 0 0.111 1 0 0.556 0 0.111 0.111 1.444 0.556 0.111 0 0 0 0.222 0 1 0 8.889 1.778 0.111 0 1.889 0 0.111 0 0 0 9 "RNAseq"
"52" "bys" 0.25 0 0.25 0 2 0 0 0 0 0 0 0 0 0.25 0 0 0.25 0 0.75 0 0 0 0.25 0 2.5 0.75 0 0 0 0 1.25 0.25 0 0 1.75 0.25 0.25 0 0.25 0 1.25 0 0.25 0.25 0.25 0.25 0 0 0 0 0.5 0 0 0 0.75 0 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0 1.5 0.5 4.25 0 0.75 0 0.5 0.75 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.25 3 0 0 0.5 0 0 0 0.25 0 0 0 0.25 0 0 0 0 0 0.5 0 0 0 0.5 0 0.25 0 1.75 0 0 0 0 0 0.5 0 0 0 0.25 0.25 0 0 0 0 1.75 0.5 0 0 0.25 0 0 0 1 0 6.25 0.5 0.25 0.25 1.5 0.5 0 0 0.25 0 4 "RNAseq"
"53" "Caf1-180" 0 0 0.5 0 0 0.5 0 0 0 0 0 0 0.5 0 0 0 0 0 1 0 0 0 0 0 1.5 0.5 0 0 0 0 1 0 0 0 1.5 1 0 0 0.5 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0 0 0 0.5 0 0.5 0 0 0 0 0 0.5 0 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0.5 4 0.5 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0 0 0 0 4.5 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.5 0 0.5 0 2 0 0 0 0.5 0 0 0 0 0 0.5 0 0 0 0.5 0 0 0 0.5 0 0.5 0.5 0.5 0 0 0 0 0 2 0 4.5 1 0.5 0 1 0 0 0 0 0 2 "RNAseq"
"54" "calypso" 0 0 0 0 2 1 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 1.5 2 0 0 0 0 3 1 1 0 1 0 0 0 0.5 0 0.5 0 0 0 0.5 0 0 0 0 0 0 0.5 0 0 0 0 1 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0.5 5 0.5 1 0 0 0.5 0.5 0 0.5 0 0 0 0 0 1 0 0 0 0 0 1.5 0.5 0 0 7.5 1.5 0 0 0.5 0 1 0 0.5 0 0 0 0.5 0 0.5 0 0 0 1 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0.5 0 0 1 0 0 0 0 0 0 2 0 4 0 0 0 4 0.5 0 0 0 0 2 "RNAseq"
"55" "Camta" 0.857 0 0.143 0 2.286 0.571 0.143 0 0 0 0.429 0 0 0.429 1.143 0.143 0 0 1.143 0.143 0.286 0 0.143 0 1.286 0.714 0 0 0 0 1 0 0.429 0 2.429 1.714 0 0 0.143 0 1.143 0.571 0 0 0.714 0 0.143 0.143 0 0 0.571 0 0 0 1 0 0.429 0.143 0.143 0 0 0 0 0.143 0.429 0.143 0.143 0 0 0 0 0 0 0 0.143 0 0.714 0.286 5.571 0.571 1 0.143 1.143 0 0.286 0 1 0.857 0 0 0.143 0 0.286 0 0.143 0 0.143 0 1.429 0.429 0.286 0 7.143 3.143 0.286 0 0.143 0 1.143 0 0.714 0 0.143 0.143 0.143 0 0.286 0 0 0 0.714 0 0 0 0.857 0 0 0 0.857 0 0.143 0 0 0 0.429 0.143 0.143 0.143 0.714 0.143 0.143 0 0.143 0 2.571 0.571 0 0 0.286 0 0.286 0 0.714 0 6.714 1.429 0.429 0 1.286 0.143 0 0 0.143 0.143 7 "RNAseq"
